ProductID,Product,Category,Units_Sold,ProductionSource
P0148,Battery,Electronics,166,Factory A
P0149,Battery,Electronics,364,Imported (China)
P0150,Phone,Electronics,438,Factory A
P0151,Phone,Electronics,409,Imported (USA)
P0152,Tablet,Electronics,535,Factory A
P0153,Headphones,Electronics,356,Factory B
P0154,Monitor,Electronics,140,Factory B
P0155,Headphones,Electronics,695,Imported (China)
P0156,Phone,Electronics,53,Imported (China)
P0157,Battery,Electronics,509,Factory A
P0158,Laptop,Electronics,114,Factory A
P0159,Battery,Electronics,398,Local Manufacturer
P0160,Phone,Electronics,564,Local Farm
P0161,Tablet,Electronics,502,Factory B
P0162,Monitor,Electronics,473,Factory A
P0163,Headphones,Electronics,694,Local Manufacturer
P0164,Laptop,Electronics,217,Local Farm
P0165,Headphones,Electronics,334,Factory A
P0166,Monitor,Electronics,624,Imported (USA)
P0167,Phone,Electronics,572,Factory B
P0168,Tablet,Electronics,235,Imported (China)
P0169,Laptop,Electronics,249,Imported (USA)
P0170,Headphones,Electronics,235,Local Manufacturer
P0171,Headphones,Electronics,108,Local Manufacturer
P0172,Battery,Electronics,492,Local Farm
P0173,Tablet,Electronics,535,Imported (China)
P0174,Tablet,Electronics,541,Imported (USA)
P0175,Tablet,Electronics,136,Imported (USA)
P0176,Headphones,Electronics,356,Factory A
P0177,Tablet,Electronics,552,Imported (China)
P0178,Monitor,Electronics,629,Local Manufacturer
P0179,Tablet,Electronics,545,Imported (China)
P0180,Battery,Electronics,574,Factory A
P0181,Battery,Electronics,658,Imported (USA)
P0182,Monitor,Electronics,328,Local Farm
P0183,Battery,Electronics,622,Local Farm
P0184,Headphones,Electronics,436,Local Manufacturer
P0185,Battery,Electronics,400,Factory B
P0186,Headphones,Electronics,630,Local Farm
P0187,Monitor,Electronics,56,Local Manufacturer
P0188,Phone,Electronics,565,Local Farm
P0189,Headphones,Electronics,257,Factory B
P0190,Battery,Electronics,477,Local Farm
P0191,Battery,Electronics,400,Imported (USA)
P0192,Battery,Electronics,666,Factory B
P0193,Laptop,Electronics,123,Local Manufacturer
P0194,Battery,Electronics,410,Imported (China)
P0195,Monitor,Electronics,671,Imported (USA)
P0196,Battery,Electronics,524,Local Manufacturer
P0197,Headphones,Electronics,244,Local Manufacturer
P0198,Headphones,Electronics,489,Factory B
P0199,Laptop,Electronics,106,Factory A
P0200,Phone,Electronics,320,Factory B
P0201,Laptop,Electronics,238,Imported (USA)
P0202,Battery,Electronics,357,Local Farm
P0203,Phone,Electronics,84,Imported (China)
P0204,Phone,Electronics,86,Factory B
P0205,Headphones,Electronics,519,Local Farm
P0206,Phone,Electronics,241,Imported (China)
P0207,Battery,Electronics,637,Local Manufacturer
P0208,Monitor,Electronics,377,Imported (USA)
P0209,Headphones,Electronics,123,Factory A
P0210,Headphones,Electronics,312,Local Farm
P0211,Battery,Electronics,242,Local Manufacturer
P0212,Headphones,Electronics,110,Factory A
P0213,Tablet,Electronics,595,Imported (USA)
P0214,Battery,Electronics,650,Factory A
P0215,Truck Delivery,Transport,118,Local Manufacturer
P0216,Truck Delivery,Transport,72,Factory A
P0217,Truck Delivery,Transport,210,Imported (USA)
P0218,Truck Delivery,Transport,498,Imported (USA)
P0219,Truck Delivery,Transport,287,Local Farm
P0220,Flight,Transport,691,Imported (China)
P0221,Flight,Transport,503,Local Manufacturer
P0222,Car Travel,Transport,642,Factory B
P0223,Flight,Transport,255,Factory A
P0224,Truck Delivery,Transport,459,Factory A
P0225,Car Travel,Transport,569,Local Farm
P0226,Truck Delivery,Transport,95,Factory A
P0227,Flight,Transport,91,Local Farm
P0228,Truck Delivery,Transport,246,Factory A
P0229,Truck Delivery,Transport,582,Imported (USA)
P0230,Car Travel,Transport,197,Imported (China)
P0231,Car Travel,Transport,87,Factory A
P0232,Flight,Transport,242,Imported (USA)
P0233,Car Travel,Transport,270,Local Farm
P0234,Truck Delivery,Transport,76,Factory B
P0235,Car Travel,Transport,426,Imported (China)
P0236,Truck Delivery,Transport,545,Imported (China)
P0237,Flight,Transport,699,Factory B
P0238,Flight,Transport,556,Factory B
P0239,Truck Delivery,Transport,569,Factory B
P0240,Truck Delivery,Transport,217,Factory B
P0241,Flight,Transport,113,Local Farm
P0242,Car Travel,Transport,325,Imported (USA)
P0243,Truck Delivery,Transport,461,Local Farm
P0244,Flight,Transport,78,Local Manufacturer
P0245,Flight,Transport,42,Local Farm
P0246,Flight,Transport,674,Factory B
P0247,Truck Delivery,Transport,354,Local Farm
P0248,Flight,Transport,211,Imported (USA)
P0249,Car Travel,Transport,326,Factory A
P0250,Car Travel,Transport,651,Imported (China)
P0251,Car Travel,Transport,384,Factory B
P0252,Truck Delivery,Transport,614,Local Farm
P0253,Car Travel,Transport,200,Factory A
P0254,Flight,Transport,451,Factory A
P0255,Flight,Transport,347,Imported (USA)
P0256,Flight,Transport,232,Local Manufacturer
P0257,Flight,Transport,161,Imported (China)
P0258,Car Travel,Transport,430,Local Manufacturer
P0259,Truck Delivery,Transport,486,Local Manufacturer
P0260,Car Travel,Transport,685,Imported (China)
P0261,Car Travel,Transport,398,Imported (China)
P0262,Car Travel,Transport,444,Factory B
P0263,Flight,Transport,300,Imported (USA)
P0264,Flight,Transport,476,Local Manufacturer
P0265,Flight,Transport,328,Factory A
P0266,Truck Delivery,Transport,699,Local Manufacturer
P0267,Flight,Transport,201,Factory A
P0268,Car Travel,Transport,455,Local Manufacturer
P0269,Truck Delivery,Transport,545,Imported (USA)
P0270,Truck Delivery,Transport,132,Imported (USA)
P0271,Flight,Transport,283,Factory B
P0272,Truck Delivery,Transport,74,Factory B
P0273,Truck Delivery,Transport,425,Imported (USA)
P0274,Flight,Transport,594,Imported (China)
P0275,Car Travel,Transport,467,Imported (USA)
P0276,Car Travel,Transport,271,Imported (China)
P0277,Flight,Transport,639,Local Manufacturer
P0278,Truck Delivery,Transport,367,Local Farm
P0279,Car Travel,Transport,489,Local Manufacturer
P0280,Flight,Transport,372,Imported (China)
P0281,Flight,Transport,182,Factory B
P0282,Flight,Transport,529,Local Manufacturer
P0283,Truck Delivery,Transport,376,Local Farm
P0284,Truck Delivery,Transport,402,Imported (USA)
P0285,Car Travel,Transport,594,Imported (China)
P0286,Truck Delivery,Transport,469,Imported (China)
P0287,Chicken,Food,543,Factory A
P0288,Wheat,Food,670,Imported (USA)
P0289,Processed Food,Food,602,Local Farm
P0290,Beef,Food,37,Local Farm
P0291,Chicken,Food,359,Imported (China)
P0292,Lamb,Food,163,Imported (China)
P0293,Rice,Food,573,Local Manufacturer
P0294,Beef,Food,349,Local Farm
P0295,Pork,Food,620,Local Farm
P0296,Rice,Food,447,Imported (China)
P0297,Processed Food,Food,434,Factory B
P0298,Beef,Food,469,Factory B
P0299,Beef,Food,490,Factory A
P0300,Chicken,Food,658,Local Farm
P0301,Lamb,Food,615,Factory B
P0302,Processed Food,Food,68,Imported (China)
P0303,Chicken,Food,342,Local Farm
P0304,Pork,Food,241,Imported (China)
P0305,Beef,Food,342,Factory A
P0306,Processed Food,Food,98,Factory B
P0307,Wheat,Food,220,Local Manufacturer
P0308,Chicken,Food,418,Imported (USA)
P0309,Beef,Food,336,Local Farm
P0310,Wheat,Food,542,Local Manufacturer
P0311,Wheat,Food,473,Imported (China)
P0312,Pork,Food,635,Imported (USA)
P0313,Beef,Food,671,Local Farm
P0314,Rice,Food,363,Factory B
P0315,Chicken,Food,229,Local Farm
P0316,Pork,Food,662,Local Manufacturer
P0317,Rice,Food,331,Factory B
P0318,Pork,Food,521,Imported (China)
P0319,Chicken,Food,146,Local Manufacturer
P0320,Lamb,Food,43,Factory B
P0321,Beef,Food,420,Factory A
P0322,Rice,Food,419,Imported (USA)
P0323,Beef,Food,331,Imported (China)
P0324,Lamb,Food,695,Imported (China)
P0325,Chicken,Food,461,Local Manufacturer
P0326,Beef,Food,635,Local Farm
P0327,Chicken,Food,555,Factory B
P0328,Beef,Food,516,Local Farm
P0329,Rice,Food,168,Factory B
P0330,Processed Food,Food,552,Local Manufacturer
P0331,Processed Food,Food,257,Imported (China)
P0332,Rice,Food,129,Factory A
P0333,Chicken,Food,592,Imported (USA)
P0334,Rice,Food,288,Local Manufacturer
P0335,Chicken,Food,142,Imported (USA)
P0336,Pork,Food,373,Factory B
P0337,Chicken,Food,257,Factory A
P0338,Processed Food,Food,48,Factory A
P0339,Processed Food,Food,233,Imported (USA)
P0340,Chicken,Food,30,Imported (China)
P0341,Wheat,Food,47,Imported (China)
P0342,Rice,Food,513,Factory B
P0343,Wheat,Food,75,Local Farm
P0344,Lamb,Food,37,Factory B
P0345,Lamb,Food,682,Factory A
P0346,Processed Food,Food,620,Factory B
P0347,Wheat,Food,39,Local Manufacturer
P0348,Processed Food,Food,390,Local Manufacturer
P0349,Chicken,Food,497,Imported (USA)
P0350,Processed Food,Food,446,Local Farm
P0351,Rice,Food,604,Imported (USA)
P0352,Pork,Food,133,Local Manufacturer
P0353,Processed Food,Food,183,Local Farm
P0354,Wheat,Food,216,Local Farm
P0355,Chicken,Food,26,Imported (USA)
P0356,Beef,Food,266,Imported (USA)
P0357,Lamb,Food,409,Factory B
P0358,Cutlery,Plastic,221,Imported (China)
P0359,Bottle,Plastic,144,Imported (China)
P0360,Cutlery,Plastic,84,Imported (China)
P0361,Bottle,Plastic,541,Imported (USA)
P0362,Cutlery,Plastic,493,Factory B
P0363,Bag,Plastic,571,Factory B
P0364,Bag,Plastic,589,Factory A
P0365,Bottle,Plastic,618,Factory B
P0366,Cutlery,Plastic,164,Factory A
P0367,Cutlery,Plastic,551,Factory A
P0368,Cutlery,Plastic,678,Factory B
P0369,Bottle,Plastic,358,Factory B
P0370,Straws,Plastic,417,Factory A
P0371,Bag,Plastic,551,Imported (China)
P0372,Bag,Plastic,603,Imported (China)
P0373,Bag,Plastic,470,Factory A
P0374,Bottle,Plastic,578,Imported (USA)
P0375,Bag,Plastic,566,Local Manufacturer
P0376,Cutlery,Plastic,605,Imported (USA)
P0377,Straws,Plastic,111,Factory B
P0378,Bag,Plastic,72,Local Farm
P0379,Bag,Plastic,203,Local Manufacturer
P0380,Bag,Plastic,671,Imported (China)
P0381,Bag,Plastic,530,Factory A
P0382,Straws,Plastic,561,Local Farm
P0383,Bottle,Plastic,689,Factory A
P0384,Bag,Plastic,460,Local Farm
P0385,Cutlery,Plastic,52,Local Farm
P0386,Straws,Plastic,338,Imported (USA)
P0387,Straws,Plastic,247,Local Farm
P0388,Bag,Plastic,200,Local Farm
P0389,Bag,Plastic,443,Imported (China)
P0390,Bottle,Plastic,130,Local Manufacturer
P0391,Bag,Plastic,377,Factory A
P0392,Cutlery,Plastic,308,Local Farm
P0393,Cutlery,Plastic,273,Imported (USA)
P0394,Bag,Plastic,242,Imported (China)
P0395,Bag,Plastic,678,Factory B
P0396,Cutlery,Plastic,566,Factory A
P0397,Cutlery,Plastic,586,Imported (USA)
P0398,Cutlery,Plastic,368,Local Farm
P0399,Bag,Plastic,223,Local Manufacturer
P0400,Cutlery,Plastic,36,Imported (China)
P0401,Bottle,Plastic,39,Factory A
P0402,Straws,Plastic,298,Local Farm
P0403,Straws,Plastic,440,Imported (China)
P0404,Bottle,Plastic,588,Imported (China)
P0405,Bottle,Plastic,553,Factory B
P0406,Bag,Plastic,274,Local Manufacturer
P0407,Bag,Plastic,39,Factory A
P0408,Bottle,Plastic,247,Local Farm
P0409,Bag,Plastic,580,Imported (China)
P0410,Bag,Plastic,266,Local Manufacturer
P0411,Bag,Plastic,695,Imported (USA)
P0412,Bottle,Plastic,459,Local Manufacturer
P0413,Bottle,Plastic,615,Factory B
P0414,Cutlery,Plastic,329,Factory B
P0415,Cutlery,Plastic,366,Local Manufacturer
P0416,Bottle,Plastic,640,Imported (China)
P0417,Straws,Plastic,525,Local Farm
P0418,Cutlery,Plastic,575,Imported (China)
P0419,Bag,Plastic,402,Factory B
P0420,Bottle,Plastic,534,Local Manufacturer
P0421,Bottle,Plastic,58,Factory B
P0422,Bag,Plastic,345,Local Manufacturer
P0423,Cutlery,Plastic,202,Local Farm
P0424,Bag,Plastic,625,Factory A
P0425,Straws,Plastic,299,Factory A
P0426,Bag,Plastic,201,Local Manufacturer
P0427,Bag,Plastic,96,Factory B
P0428,Straws,Plastic,362,Local Farm
P0429,Polyester Fabric,Textile,181,Local Farm
P0430,Jacket,Textile,411,Factory A
P0431,Skirt,Textile,177,Imported (USA)
P0432,Polyester Fabric,Textile,123,Imported (China)
P0433,Jacket,Textile,415,Factory B
P0434,T-Shirt,Textile,321,Imported (China)
P0435,Polyester Fabric,Textile,52,Factory A
P0436,Jeans,Textile,87,Imported (China)
P0437,Skirt,Textile,448,Imported (China)
P0438,Polyester Fabric,Textile,342,Factory A
P0439,Skirt,Textile,328,Local Manufacturer
P0440,Jeans,Textile,517,Factory A
P0441,Skirt,Textile,394,Factory B
P0442,Jeans,Textile,171,Imported (USA)
P0443,Dress,Textile,509,Local Farm
P0444,Jeans,Textile,283,Local Manufacturer
P0445,Jacket,Textile,71,Factory A
P0446,T-Shirt,Textile,334,Factory B
P0447,Dress,Textile,344,Imported (China)
P0448,Jeans,Textile,605,Factory B
P0449,Dress,Textile,28,Imported (USA)
P0450,Polyester Fabric,Textile,221,Factory B
P0451,Dress,Textile,395,Local Farm
P0452,Dress,Textile,479,Local Farm
P0453,Polyester Fabric,Textile,485,Factory A
P0454,Dress,Textile,409,Local Farm
P0455,Skirt,Textile,459,Imported (USA)
P0456,Jacket,Textile,33,Imported (USA)
P0457,Skirt,Textile,443,Factory A
P0458,Skirt,Textile,372,Local Farm
P0459,Polyester Fabric,Textile,691,Factory B
P0460,Jacket,Textile,217,Imported (USA)
P0461,T-Shirt,Textile,139,Local Manufacturer
P0462,Skirt,Textile,361,Factory A
P0463,Skirt,Textile,474,Local Manufacturer
P0464,Skirt,Textile,553,Local Farm
P0465,Jacket,Textile,256,Imported (USA)
P0466,Skirt,Textile,611,Imported (USA)
P0467,T-Shirt,Textile,41,Factory A
P0468,Jeans,Textile,505,Imported (USA)
P0469,Dress,Textile,338,Factory A
P0470,T-Shirt,Textile,80,Factory B
P0471,Jeans,Textile,141,Local Farm
P0472,Skirt,Textile,660,Local Manufacturer
P0473,T-Shirt,Textile,265,Imported (USA)
P0474,Jeans,Textile,695,Local Farm
P0475,T-Shirt,Textile,117,Local Manufacturer
P0476,Jeans,Textile,386,Local Manufacturer
P0477,Polyester Fabric,Textile,483,Factory A
P0478,Skirt,Textile,245,Local Farm
P0479,T-Shirt,Textile,553,Factory A
P0480,Skirt,Textile,595,Factory A
P0481,Skirt,Textile,395,Factory A
P0482,Skirt,Textile,31,Local Farm
P0483,Jeans,Textile,378,Imported (USA)
P0484,Jeans,Textile,83,Factory A
P0485,Jeans,Textile,314,Local Manufacturer
P0486,Jeans,Textile,227,Local Farm
P0487,T-Shirt,Textile,44,Local Manufacturer
P0488,Dress,Textile,194,Factory B
P0489,Jeans,Textile,175,Imported (China)
P0490,Skirt,Textile,270,Factory B
P0491,Dress,Textile,387,Imported (USA)
P0492,Dress,Textile,300,Imported (China)
P0493,Skirt,Textile,658,Imported (USA)
P0494,Dress,Textile,468,Imported (China)
P0495,Dress,Textile,533,Imported (USA)
P0496,Polyester Fabric,Textile,324,Factory B
P0497,Jeans,Textile,293,Imported (USA)
P0498,Jeans,Textile,698,Factory A
P0499,Polyester Fabric,Textile,182,Factory A
P0500,Jacket,Textile,503,Local Farm
